id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
qE011,choice,静态拉伸法测弹性模量,光杠杆,1,杨氏模量实验中光杠杆平面镜应与标尺保持什么关系？,平行,垂直,45°夹角,任意角度均可,B,,,光杠杆镜面应大致垂直于标尺平面，这样镜面法线方向的微小转动才能在标尺上产生明显的位移变化。,光杠杆;镜面;垂直标尺,拓展包PDF
qE012,fill,静态拉伸法测弹性模量,最小二乘法,1,拉伸法测杨氏模量实验中，每增加一个砝码(10N)记录一次标尺读数，共记录______组数据用于最小二乘拟合。,,,,,10,1.0,填写数值,"10组(F,x)数据用于线性回归，增加组数可有效降低斜率k的不确定度。",最小二乘法;10组数据;F-x,拓展包PDF
qE013,choice,直流电桥实验,电桥平衡,1,惠斯通电桥达到平衡时，以下关系正确的是：,R1+R2=R3+Rx,R1/R2=Rx/R3,R1·R2=Rx·R3,R1/Rx=R2/R3,B,,,电桥平衡条件：检流计Ig=0→Vc=Vd→R1/R2=Rx/R3，即对臂电阻乘积相等。,电桥平衡;比率关系;Ig=0,拓展包PDF
qE014,choice,直流电桥实验,电桥灵敏度,2,电桥灵敏度S的表达式为：,S=ΔR/Δd,S=Δd/(ΔR/R),S=Δd·R/ΔR,S=ΔR/(Δd·R),B,,,S=Δd/(ΔR₃/R₃)=Δd/(ΔRₓ/Rₓ)，单位电阻相对变化引起的检流计偏转格数。S越大，电桥能分辨的最小电阻变化越小。,电桥灵敏度;定义;Δd/(ΔR/R),拓展包PDF
qE015,choice,直流电桥实验,操作步骤,1,用自组电桥测电阻时，操作的关键步骤是：,先按下检流计再按电源,先粗调再细调，逐步提高检流计灵敏度,直接选最小比率臂,无需调节，通电即平衡,B,,,先粗调（低灵敏度）找到大致平衡点，再细调（提高灵敏度）精确定位。逐级提高灵敏度避免检流计被大电流冲击损坏。,操作步骤;粗调;细调;灵敏度逐级,拓展包PDF
qE016,choice,直流电桥实验,误差传递,2,惠斯通电桥的误差传递公式为：,ΔRx/Rx=ΔR1/R1·ΔR2/R2·ΔR3/R3,ΔRx/Rx=ΔR1/R1+ΔR2/R2+ΔR3/R3,ΔRx=ΔR1+ΔR2+ΔR3,ΔRx/Rx=ΔR1/R1−ΔR2/R2+ΔR3/R3,B,,,由Rx=R1·R3/R2，取对数微分得ΔRx/Rx=ΔR1/R1+ΔR2/R2+ΔR3/R3。各臂电阻的相对误差线性叠加。,误差传递;对数微分;累加,拓展包PDF
qE017,choice,直流电桥实验,灵敏度,3,以下哪种因素不会显著影响电桥灵敏度？,电源电压,检流计的电流灵敏度,比率臂电阻值的绝对值,桥臂电阻的颜色,D,,,灵敏度与电源电压(正比)、检流计灵敏度(正比)、桥臂电阻值(越小越灵敏)有关。电阻颜色与电学特性无关。,灵敏度;影响因素;电源电压;检流计,拓展包PDF
qE018,fill,直流电桥实验,电桥结构,1,惠斯通电桥中，R1和R2称为______臂，R3称为______臂。,,,,,比率||比较,1.0,填写数值,比率臂决定测量比率K=R1/R2；比较臂提供已知电阻值与Rx比较。,电桥结构;比率臂;比较臂,拓展包PDF
qE019,choice,直流电桥实验,灵敏度,2,电桥灵敏度S与比率臂K=R1/R2的关系是：,K越大越灵敏,K越小越灵敏,K=1时灵敏度最高,K与灵敏度无关,C,,,K=1时桥臂对称，电桥灵敏度达到最大值。这是因为此时桥臂电阻匹配最佳，微小不平衡引起的检流计偏转最大。,灵敏度;比率;K=1最优,拓展包PDF
qE020,choice,直流电桥实验,箱式电桥,1,箱式电桥(QJ23型)使用后应将哪些开关复位？,仅关电源即可,将检流计锁扣锁上，电源断开,拆除所有连线,不需要任何操作,B,,,使用后锁上检流计锁扣保护线圈（运输时防冲击损坏），断开电源防止电池漏液。这是仪器维护的基本规范。,箱式电桥;使用后;锁扣;规范,拓展包PDF
qE021,fill,直流电桥实验,灵敏度,1,"电桥灵敏度S的值越大，能分辨的最小电阻变化ΔR/R越______（填""大""或""小""）。",,,,,小,1.0,填写数值,S=Δd/(ΔR/R)→ΔR/R=Δd/S。给定Δd时，S越大能检测的相对电阻变化越小，灵敏度越高。,灵敏度;最小可分辨;反比,拓展包PDF
qE022,choice,直流电桥实验,比率选择,2,用自组电桥测量未知电阻时，比率臂R1/R2应如何选择？,任意选，不影响结果,使比较臂R3的阻值接近Rx的估计值,始终选1:1,始终选100:1,B,,,使R3≈Rx可使电桥接近对称状态(K≈1附近)，此时灵敏度最高、测量精度最佳。,比率选择;R3≈Rx;精度,拓展包PDF
qE023,choice,示波器原理及应用,锯齿波,1,示波器水平偏转板上加的典型扫描信号是：,正弦波,锯齿波,方波,三角波,B,,,锯齿波使光点从左到右匀速扫描，然后快速回到起点。周期重复即形成时间轴。Y轴加待测信号，X轴加扫描信号。,锯齿波;扫描;X轴;示波器,拓展包PDF
qE024,choice,示波器原理及应用,触发,2,示波器为什么需要同步触发？,提高信号幅度,使重复信号波形在屏幕上稳定不移动,降低功耗,提高采样率,B,,,触发起始点与信号特定电平对齐，使每次扫描从信号的同一相位开始→波形稳定。不同步时波形会跑动或抖动。,触发;同步;稳定显示,拓展包PDF
qE025,choice,示波器原理及应用,数字示波器,1,数字示波器与模拟示波器的主要区别在于：,数字示波器不需要探头,数字示波器将信号数字化后存储和分析,数字示波器只能测直流,数字示波器不需要校准,B,,,数字示波器通过ADC将模拟信号转换为数字量存入存储器，可事后回放、缩放、自动测量。模拟示波器直接CRT显示无存储。,数字示波器;ADC;存储;分析,拓展包PDF
qE026,fill,示波器原理及应用,峰峰值,2,用示波器测量交流信号峰峰值电压Upp：若波形Y方向占Npp=4格，Y轴灵敏度Us=2V/div，则Upp=______V。,,,,,8,1.0,填写数值,Upp=Npp×Us=4×2=8V。峰峰值=波形垂直方向格数×每格电压值。,峰峰值;Upp=Npp×Us;电压测量,拓展包PDF
qE027,fill,示波器原理及应用,李萨如图形,2,李萨如图形法测频率比：f_y/f_x=N_x/N_y。一图形上下各切2次、左右各切3次，则f_y/f_x=______。,,,,,2/3,1.0,填写数值,水平切线数N_x=3，垂直切线数N_y=2，f_y/f_x=N_x/N_y=3/2。注意：是水平切点数比垂直切点数。,李萨如图形;频率比;切线法,拓展包PDF
qE028,choice,示波器原理及应用,触发模式,1,数字示波器Auto触发模式的作用是：,只捕获偶发信号,即使无触发事件也显示扫描线，便于找到信号,仅用于直流信号,关闭触发功能,B,,,Auto模式在无触发事件时自动显示基线，方便探头的接入检查和信号寻找；Normal模式只等待触发事件才显示波形。,触发模式;Auto;基线显示,拓展包PDF
qE029,choice,示波器原理及应用,存储深度,2,数字示波器的存储深度为2Mpts，采样率1GS/s，则最多可记录多长时间的波形？,2ms,20ms,200ms,2s,A,,,记录时间=存储深度/采样率=2M/1G=2ms。存储深度越大可记录的波形时间越长。,存储深度;采样率;记录时间,拓展包PDF
qE030,choice,示波器原理及应用,探头,1,示波器探头的10×衰减开关打至10×位置时，输入阻抗通常变为：,1MΩ,10MΩ,100kΩ,不变,B,,,10×衰减使输入阻抗从1MΩ提升至10MΩ，减小对被测电路的负载效应，适合高频和微弱信号测量。,探头;衰减;输入阻抗;10×,拓展包PDF
qE031,choice,示波器原理及应用,AC耦合,2,耦合方式选择AC耦合时，示波器对输入信号做了什么处理？,放大10倍,滤除直流分量，仅保留交流成分,滤除交流分量，仅保留直流成分,降低带宽,B,,,AC耦合在输入端串联一个隔直电容，阻断直流分量，只让交变信号通过。DC耦合保留信号的全部频率成分。,AC耦合;隔直电容;交直流分离,拓展包PDF
qE032,choice,示波器原理及应用,触发模式,1,测量非周期偶发脉冲信号时，应选择哪种触发模式？,Auto,Normal,Single,Force,C,,,Single(单次触发)一旦检测到满足触发条件的信号即捕获一次波形后停止，适合非周期性偶发脉冲的抓取。,触发模式;Single;单次触发;脉冲,拓展包PDF
qE033,fill,示波器原理及应用,数字示波器,1,数字示波器三大核心参数中，______决定了可以准确测量的最高信号频率。,,,,,带宽,1.0,填写数值,带宽=示波器可准确测量的频率上限（通常定义为-3dB点），一般应≥被测信号频率的5倍。,数字示波器;带宽;频率上限,拓展包PDF
qE034,choice,分光计调整及使用,分光计,1,分光计由哪四部分组成？,光源、棱镜、目镜、刻度盘,望远镜、平行光管、载物台、读数装置,透镜、光栅、屏幕、刻度尺,物镜、目镜、狭缝、标尺,B,,,分光计四大部件：自准直望远镜(观察)、平行光管(提供平行光)、载物台(放置样品)、读数装置(度盘+游标)。,分光计;四部件;望远镜;平行光管,拓展包PDF
qE035,choice,分光计调整及使用,分光计,2,分光计调节完成的标志是：,能看到任何光即可,望远镜聚焦∞+平行光管出射平行光+望远镜⊥主轴,棱镜放在载物台上,游标归零,B,,,三项标准目标(三垂直)：望远镜对无穷远聚焦且⊥主轴，载物台⊥主轴，平行光管出射平行光且⊥主轴。,分光计;调节目标;三垂直,拓展包PDF
qE036,choice,分光计调整及使用,自准直法,1,"自准直法中，看到""亮十字""像说明什么？",望远镜已对无穷远聚焦,平行光管已调好,载物台已水平,读数装置归零,A,,,分划板上十字被光源照亮后经物镜→平面镜反射→原路返回成像。只有在望远镜物镜焦点处反射像才清晰，说明望远镜已聚焦∞。,自准直法;望远镜;无穷远;亮十字,拓展包PDF
qE037,choice,分光计调整及使用,自准直法,2,测量三棱镜顶角时采用自准直法，需要望远镜分别对准棱镜的哪两个面？,底面和顶面,两个折射面（光学面）,任意两个面,底面和一个折射面,B,,,自准直法测顶角：望远镜先后对准两个折射面（光学面）并自准直，两位置角度差的补角即为顶角A=180°-|θ₁-θ₂|。,自准直法;顶角;折射面,拓展包PDF
qE038,fill,分光计调整及使用,最小偏向角,2,最小偏向角法推导折射率公式为 n=sin[(A+δ_min)/2]/______。,,,,,sin(A/2),1.0,填写数值,"当光线在三棱镜内对称传播时(i₁=i₄,i₂=i₃)偏向角取极小值，推导得n=sin[(A+δ_min)/2]/sin(A/2)。",最小偏向角;折射率;sin[(A+δ)/2],拓展包PDF
qE039,choice,分光计调整及使用,偏心差,1,分光计使用两个相隔180°的游标取平均值，目的是：,提高读数精度,消除刻度盘偏心差,测量两个角度,便于记录,B,,,度盘中心与转轴中心不重合即产生偏心差，会导致单游标读数存在系统误差。双游标相距180°，其平均值恰好消除了偏心差。,偏心差;双游标;180°,拓展包PDF
qE040,choice,分光计调整及使用,双向测量,2,"分光计测量角度时，""双向测量取平均""的目的是：",提高精度,消除偏心差,消除回程差和部分系统误差,增加数据量,C,,,从左右两侧分别测量±k级衍射角并取平均，可消除光栅放置不严格垂直等系统误差。,双向测量;平均;系统误差,拓展包PDF
qE041,choice,分光计调整及使用,最小偏向角,3,三棱镜最小偏向角产生的条件是什么？,入射角最大,光线在两折射面间对称传播(i₁=i₄),入射光线与底面平行,出射角最小,B,,,最小偏向角条件：光线在棱镜内部对称传播，即入射角i₁=出射角i₄。此时偏向角δ取极小值δ_min。,最小偏向角;对称条件;i₁=i₄,拓展包PDF
qE042,fill,分光计调整及使用,自准直望远镜,1,分光计的望远镜采用______望远镜，利用内部照明十字线实现自准直。,,,,,自准直|阿贝|Abbe,1.0,填写数值,自准直望远镜内部有照明分划板，十字被照后经物镜出射→平面镜反射→返回成像。用于望远镜对∞调焦和自准直法测顶角。,自准直望远镜;照明十字;分光计,拓展包PDF
qE043,choice,分光计调整及使用,分半调节法,1,分半调节法（half-adjustment）的目的是：,缩短调整时间,使望远镜光轴与仪器主轴垂直,提高读数速度,调整平行光管,B,,,利用双面镜正反面反射成像的对称性，将误差分半归因于望远镜和载物台，各调一半，逐步逼近望远镜光轴⊥主轴的目标。,分半调节法;光轴垂直;双面镜,拓展包PDF
qE044,choice,声速测量,换能器,1,声速测量实验中换能器的工作频率约为：,4kHz,40kHz,400kHz,4MHz,B,,,压电换能器谐振频率约40kHz，对应的声波波长在λ=v/f=340/40000≈8.5mm，波长短方向性好，便于有限空间测量。,换能器;谐振频率;40kHz,拓展包PDF
qE045,choice,声速测量,驻波法,2,驻波振幅法中，相邻波腹间距为：,λ,λ/2,λ/4,2λ,B,,,驻波相邻波腹(波节)间距=λ/2。利用ΔL=ΔN·λ/2，通过测量移动N个半波长的总位移计算λ。,驻波法;波腹间距;λ/2,拓展包PDF
qE046,choice,声速测量,相位比较法,1,相位比较法（李萨如图形法）中，换能器每移动一个波长λ，示波器上图形如何变化？,图形不变,经历一个完整的椭圆→直线→椭圆周期,图形消失,频率改变,B,,,相位差从0→2π对应李萨如图形从斜直线→椭圆→反向斜直线→椭圆→斜直线的一个完整周期，此时移动距离=λ。,相位比较法;李萨如图形;波长移动,拓展包PDF
qE047,fill,声速测量,声速理论,2,空气中声速的理论公式为 v=√(γRT/M)，其中γ是空气的______，值约为______。,,,,,比热容比||1.4,1.0,填写数值,γ=C_p/C_v≈1.4(双原子分子理想气体)，R=8.314 J/(mol·K)，M=0.029 kg/mol。,声速理论;比热容比;γ=1.4,拓展包PDF
qE048,choice,声速测量,振幅法,2,振幅法与相位比较法相比，以下说法正确的是：,振幅法精度更高,相位比较法使用最小二乘法处理，精度更高,两者精度完全相同,振幅法不需要知道频率,B,,,相位法x₂n=nλ+x₂₀，用最小二乘拟合λ；振幅法只用逐差法算ΔL和相对误差。相位法精度更优。,振幅法;相位法;精度对比;最小二乘,拓展包PDF
qE049,choice,声速测量,波节定位,3,声速测量中波节处定位最困难的原因是：,信号频率不稳定,波节处接收电压随位移的变化率最小,波节处信号太强,仪器分辨率不够,B,,,驻波中波节处振幅最小(=0)，在该点附近振幅-位移曲线斜率为零，微量移动几乎不改变信号幅度→难以精确判定波节位置。,波节定位;斜率=0;灵敏度低,拓展包PDF
qE050,choice,声速测量,谐振频率,1,寻找换能器谐振频率时，应调节什么？,示波器的触发电平,信号发生器的输出频率,换能器之间的距离,示波器的垂直灵敏度,B,,,改变信号发生器频率，观察接收信号幅度，最大值处即为谐振频率。谐振时发射效率最高、接收灵敏度最大。,谐振频率;信号发生器;幅度最大,拓展包PDF
qE051,fill,声速测量,声速,1,"声速测量实验中，温度升高时声速______（填""增大""或""减小""）。",,,,,增大,1.0,填写数值,v=v₀√(1+t/273.15)，v₀=331.45m/s(0°C时)。温度越高分子热运动越快，声速越大。,声速;温度影响;增大,拓展包PDF
qE052,choice,声速测量,超声波,2,为什么声速测量选用超声波而不用可闻声波？,超声波速度更快,波长短，方向性好，便于在有限空间形成稳定驻波,超声波更容易产生,可闻声波无法测量,B,,,40kHz超声波λ≈8.5mm，远小于实验台尺寸，可在S1-S2间形成多个清晰的驻波节点，便于精确测量。可闻声波λ太大(米级)不适用。,超声波;波长短;方向性;驻波,拓展包PDF
qE053,fill,声速测量,逐差法,2,驻波振幅法数据处理采用______法，测量每移动______个波长的总位移。,,,,,逐差||10|多,1.0,填写数值,逐差法：将数据分为前后两组，逐项相减求平均值。通常记录10个半波长的总位移来提高精度。,逐差法;半波长;总位移,拓展包PDF
qE054,choice,声速测量,压电效应,1,压电换能器发射声波利用的是：,正压电效应,逆压电效应,光电效应,霍尔效应,B,,,逆压电效应：交变电场→压电晶体机械振动→发出声波。接收端利用正压电效应：声波→晶体振动→产生电信号。,压电效应;逆压电;发射;换能器,拓展包PDF
qE055,choice,迈克尔孙干涉实验,动镜位移,1,迈克耳孙干涉仪中，M₁动镜每移动多少距离，中心冒出一个（或消失一个）干涉环？,λ,λ/2,λ/4,2λ,B,,,动镜移λ/2→光程差改变λ(光来回两次经过动镜)→干涉环数变化1。Δd=N·λ/2。,动镜位移;λ/2;干涉环;光程差,拓展包PDF
qE056,choice,迈克尔孙干涉实验,读数系统,1,迈克耳孙干涉仪的精密读数系统属于哪种放大方式？,光杠杆放大,二级螺旋测微放大（蜗轮蜗杆+精密丝杆）,杠杆放大,电子放大,B,,,粗动手轮(精度0.01mm)+微动手轮(精度0.0001mm=100nm)通过蜗轮蜗杆实现二级放大，测量精度约10nm。,读数系统;二级放大;螺旋测微;10nm,拓展包PDF
qE057,choice,迈克尔孙干涉实验,补偿板,1,迈克耳孙干涉仪中的补偿板G₂的作用是：,提高亮度,补偿分光板两侧光路在玻璃中经过次数不等造成的色散,改变干涉类型,增加光程差,B,,,分光板G₁使反射光一次经过玻璃、透射光三次经过玻璃。G₂插入透射光路使两束光均经过玻璃两次，消除因色散(不同波长折射率不同)引起的光程差异。,补偿板;色散;等光程,拓展包PDF
qE058,choice,迈克尔孙干涉实验,消空程,2,"""消空程""的含义和操作是：",减少环境振动，关闭门窗,手轮始终向同一方向旋转，避免螺纹间隙导致的反向滞后,消除激光散斑,消除光学元件的灰尘,B,,,螺纹啮合存在间隙，手轮反向转动时动镜不会立即跟随移动。始终同向转动手轮可避免空程误差，确保读数与动镜实际位置一致。,消空程;螺纹间隙;单向转动,拓展包PDF
qE059,choice,迈克尔孙干涉实验,最小二乘法,2,用最小二乘法处理迈克耳孙干涉数据时，拟合的对象和关系是：,Δd与k拟合，斜率为λ,d与Δk拟合，斜率为λ/2,λ与d拟合,k与λ拟合,B,,,d=a·Δk+d₀，a=λ/2→λ=2a。记录每吞吐N个环的动镜位置，用最小二乘拟合d~Δk线性关系求波长。,最小二乘法;d~Δk拟合;λ=2a,拓展包PDF
qE060,fill,迈克尔孙干涉实验,He-Ne激光,2,He-Ne激光器标称波长为______nm，迈克耳孙实验测量值应与此对照计算相对误差。,,,,,632.8,1.0,填写数值,He-Ne激光标准波长632.8nm，是常见的干涉实验光源。测量值与标准值比较可评估实验精度。,He-Ne激光;632.8nm;标准波长,拓展包PDF
qE061,choice,迈克尔孙干涉实验,等倾干涉,2,迈克耳孙干涉仪M₁⊥M₂'（两镜严格垂直）时，光源为面光源，形成的干涉类型和条纹是：,等厚干涉，直条纹,等倾干涉，同心圆环,等厚干涉，同心圆环,等倾干涉，直条纹,B,,,两镜垂直→空气膜等厚→相同入射角的光程差相同→等倾干涉→同心圆环。中心级次最高，向外递减。,等倾干涉;同心圆环;两镜垂直,拓展包PDF
qE062,choice,迈克尔孙干涉实验,等倾干涉,3,迈克耳孙干涉实验中，等倾干涉条纹中心级次最高，当M₁向远离G₁方向移动时，干涉环如何变化？,条纹缩向中心（内缩）,中心冒出条纹（外扩）,条纹间距变大,条纹消失,B,,,M₁远离→d增大→光程差增大→满足kλ=2d的级次k增大→更多环从中心冒出(外扩)。M₁靠近则环内缩消失。,等倾干涉;M₁移动;干涉环变化,拓展包PDF
qE063,fill,迈克尔孙干涉实验,非定域干涉,2,非定域干涉（点光源）中光程差公式为______=______·cosθ。,,,,,δ||2d,1.0,填写数值,点光源时δ=2d·cosθ，当θ=0(中心)时δ_max=2d=k_max·λ，由此推导Δd=N·λ/2。,非定域干涉;光程差;δ=2dcosθ,拓展包PDF
qE064,choice,迈克尔孙干涉实验,吞吐环数,1,迈克耳孙干涉仪测波长时，每记录一次数据通常吞吐多少个干涉环？,1个,10个,30-100个,1000个,C,,,每次吞吐30-100环记录动镜位置，连续10次共吞300-1000环，用最小二乘法降低单次读数误差的影响。,吞吐环数;30-100环;降低误差,拓展包PDF
qE065,choice,迈克尔孙干涉实验,等光程,2,迈克耳孙干涉实验中，粗调等光程时观察到的现象是：,两个光斑完全重合,出现同心圆环,出现直条纹,屏幕全暗,A,,,粗调时先看到两个光斑（来自M₁和M₂反射），调节M₂后面的螺丝使两光斑完全重合→精调出现干涉条纹。,等光程;光斑重合;粗调,拓展包PDF
qE066,fill,迈克尔孙干涉实验,二级放大,1,迈克耳孙干涉仪通过蜗轮蜗杆二级放大系统，微动手轮可读至______mm（数量级）。,,,,,10⁻⁴|0.0001,1.0,填写数值,微动手轮精度0.0001mm=100nm，实际测量精度可达10nm量级。,二级放大;精度;0.0001mm,拓展包PDF
qE067,choice,光的偏振,马吕斯定律,1,马吕斯定律中θ的含义是什么？,起偏器与检偏器透振方向的夹角,入射角,折射角,布儒斯特角,A,,,马吕斯定律I=I₀cos²θ中θ是起偏器与检偏器透振方向的夹角，不是光学入射角。,马吕斯定律;透振方向夹角;θ,拓展包PDF
qE068,choice,光的偏振,布儒斯特定律,1,以布儒斯特角i_B入射透明介质表面时，反射光是：,自然光,完全线偏振光(振动⊥入射面),部分偏振光,圆偏振光,B,,,tan i_B=n₂/n₁时反射光为完全线偏振光，振动方向垂直入射面。反射光与折射光垂直。,布儒斯特定律;全偏振;垂直入射面,拓展包PDF
qE069,fill,光的偏振,布儒斯特角,2,布儒斯特定律公式：tan i_B=______。以布儒斯特角入射时，反射光与折射光的夹角为______°。,,,,,n₂/n₁||90,1.0,填写数值,tan i_B=n₂/n₁，代入折射定律sin i_B/sin r=n₂/n₁得i_B+r=90°，即反射光⊥折射光。,布儒斯特角;n₂/n₁;90°,拓展包PDF
qE070,choice,光的偏振,自然光,2,自然光通过理想偏振片后光强变为：,不变,变为原来的一半,变为原来1/4,变为零,B,,,自然光各方向振动均匀，经偏振片后只保留平行于透振方向的分量，光强=总光强/2。,自然光;偏振片;光强减半,拓展包PDF
qE071,choice,光的偏振,马吕斯定律验证,1,验证马吕斯定律实验采用的数据处理方法通常是：,逐差法,最小二乘法拟合I~cos²θ,直接计算,作图法估读,B,,,改变θ角测量对应光强I，用最小二乘法拟合I~cos²θ的线性关系。斜率即I₀，验证I∝cos²θ。,马吕斯定律验证;最小二乘法;I~cos²θ,拓展包PDF
qE072,choice,光的偏振,四分之一波片,2,一束线偏振光通过1/4波片后成为圆偏振光，需要入射偏振方向与波片快轴夹角为：,0°,30°,45°,90°,C,,,1/4波片引入π/2相位差。夹角45°时沿快慢轴的o、e光分量振幅相等，合成圆偏振光。0°→线偏振，其他角度→椭圆偏振。,四分之一波片;圆偏振;45°,拓展包PDF
qE073,choice,光的偏振,偏振态检验,1,如何用实验方法区分自然光和圆偏振光？,两者无法区分,在光路中加入一片1/4波片，再旋转偏振片观察光强是否变化,直接用偏振片旋转观察,用分光计测量,B,,,自然光+1/4波片仍是自然光(旋转偏振片光强不变)；圆偏振光+1/4波片→线偏振光(旋转偏振片有消光)。,偏振态检验;1/4波片;自然光;圆偏振,拓展包PDF
qE074,fill,光的偏振,偏振态,2,五种偏振态中，旋转偏振片一周光强不变且无消光的是______光和______光。,,,,,自然||圆偏振,1.0,填写数值,自然光各方向均匀，圆偏振光两分量振幅相等相位差π/2，经偏振片投影均为恒定值。用1/4波片+偏振片组合可区分二者。,偏振态;光强不变;自然光;圆偏振,拓展包PDF
qE075,choice,光的偏振,半波片,2,线偏振光通过1/2波片后，振动方向旋转的角度是入射振动方向与波片______夹角的2倍。,光轴,快轴,慢轴,表面法线,B,,,1/2波片引入π相位差，出射线偏振光振动方向转过2θ(θ为入射振动方向与快轴夹角)。1/4波片旋转一周4次消光。,半波片;振动旋转;2θ;快轴,拓展包PDF
qE076,fill,光的偏振,偏振光获取,1,获得偏振光的方法有三种：偏振片（二向色性）、布儒斯特角反射、______棱镜（双折射）。,,,,,尼科尔|Nicol,1.0,填写数值,尼科尔棱镜利用o光和e光折射率不同，o光被全反射吸收、e光透射，产生高质量线偏振光。,偏振光获取;尼科尔棱镜;双折射,拓展包PDF
qE077,choice,光栅衍射,光栅方程,1,光栅方程d·sinθ=kλ中，d代表：,光栅的缝宽,光栅常数（相邻刻线的间距）,光栅总宽度,衍射角,B,,,光栅常数d=相邻两条刻线中心间距=1/N(N为每mm刻线数)。d越小谱线分布越宽。,光栅方程;光栅常数;d,拓展包PDF
qE078,choice,光栅衍射,光栅常数,2,光栅衍射中，已知绿光λ=546.07nm，测得其一级衍射角θ₁，如何求d？,d=λ/sinθ₁,d=λ·sinθ₁,d=sinθ₁/λ,d=2λ/sinθ₁,A,,,d·sinθ=kλ→d=kλ/sinθ。以已知波长标定光栅常数d，再用d反求其他谱线的λ——间接测量经典范式。,光栅常数;标定方法;d=λ/sinθ,拓展包PDF
